full_path,left,top,right,bottom,class
images/DOL/img_02910.jpg,214,313,495,444,DOL
images/DOL/img_01185.jpg,326,415,562,504,DOL
images/DOL/img_02432.jpg,464,440,697,541,DOL
images/DOL/img_02440.jpg,199,351,307,456,DOL
images/DOL/img_01596.jpg,461,437,690,540,DOL
images/DOL/img_01471.jpg,589,495,849,721,DOL
images/DOL/img_07265.jpg,544,615,1042,791,DOL
images/DOL/img_01628.jpg,437,554,642,675,DOL
images/DOL/img_01232.jpg,370,420,616,497,DOL
images/DOL/img_02599.jpg,425,416,716,615,DOL
images/DOL/img_07693.jpg,410,433,625,480,DOL
images/DOL/img_04743.jpg,465,438,694,547,DOL
images/DOL/img_06209.jpg,345,417,526,472,DOL
images/DOL/img_02100.jpg,701,272,797,366,DOL
images/DOL/img_04363.jpg,343,417,507,567,DOL
images/DOL/img_05557.jpg,705,276,779,364,DOL
images/DOL/img_01055.jpg,444,391,697,602,DOL
images/DOL/img_04927.jpg,288,271,410,423,DOL
images/DOL/img_02926.jpg,401,423,622,483,DOL
images/DOL/img_05446.jpg,77,896,617,969,DOL
images/DOL/img_02475.jpg,357,462,677,555,DOL
images/DOL/img_03997.jpg,244,443,449,517,DOL
images/DOL/img_00325.jpg,407,401,630,492,DOL
images/OTHER/img_05287.jpg,371,391,492,472,OTHER
images/OTHER/img_06070.jpg,600,3,884,173,OTHER
images/OTHER/img_06651.jpg,119,472,163,620,OTHER
images/OTHER/img_05997.jpg,532,345,603,525,OTHER
images/OTHER/img_04636.jpg,620,4,943,229,OTHER
images/OTHER/img_05274.jpg,699,186,1110,325,OTHER
images/OTHER/img_07365.jpg,493,421,606,494,OTHER
images/OTHER/img_05751.jpg,501,189,993,357,OTHER
images/OTHER/img_06105.jpg,449,358,551,508,OTHER
images/OTHER/img_04556.jpg,354,446,577,489,OTHER
images/OTHER/img_07399.jpg,706,339,1231,582,OTHER
images/OTHER/img_01349.jpg,385,425,621,519,OTHER
images/OTHER/img_03133.jpg,137,458,201,657,OTHER
images/OTHER/img_04057.jpg,550,444,655,592,OTHER
images/OTHER/img_04702.jpg,803,285,924,427,OTHER
images/OTHER/img_05216.jpg,762,265,858,529,OTHER
images/OTHER/img_01080.jpg,438,404,569,481,OTHER
images/OTHER/img_04769.jpg,321,335,732,511,OTHER
images/OTHER/img_02680.jpg,443,492,743,556,OTHER
images/OTHER/img_04820.jpg,419,367,484,521,OTHER
images/OTHER/img_06199.jpg,698,146,965,257,OTHER
images/OTHER/img_00698.jpg,418,340,626,462,OTHER
images/OTHER/img_01452.jpg,947,285,990,348,OTHER
images/OTHER/img_03873.jpg,549,218,1040,358,OTHER
images/OTHER/img_04371.jpg,355,387,466,467,OTHER
images/OTHER/img_07536.jpg,339,53,629,193,OTHER
images/OTHER/img_01534.jpg,783,271,849,516,OTHER
images/OTHER/img_02792.jpg,538,348,597,522,OTHER
images/OTHER/img_00063.jpg,374,395,502,477,OTHER
images/OTHER/img_03530.jpg,754,332,835,432,OTHER
images/OTHER/img_06708.jpg,709,255,988,356,OTHER
images/OTHER/img_02099.jpg,556,398,665,610,OTHER
images/OTHER/img_05860.jpg,469,411,607,479,OTHER
images/OTHER/img_01418.jpg,355,433,576,488,OTHER
images/OTHER/img_05756.jpg,755,259,866,535,OTHER
images/OTHER/img_03383.jpg,685,144,961,256,OTHER
images/OTHER/img_04680.jpg,439,403,565,484,OTHER
images/OTHER/img_05490.jpg,108,482,183,661,OTHER
images/OTHER/img_04366.jpg,674,284,890,436,OTHER
images/OTHER/img_02353.jpg,709,192,1104,336,OTHER
images/OTHER/img_00261.jpg,457,417,623,524,OTHER
images/OTHER/img_00670.jpg,538,350,603,526,OTHER
images/OTHER/img_05645.jpg,592,442,871,575,OTHER
images/OTHER/img_06087.jpg,343,438,584,489,OTHER
images/OTHER/img_05133.jpg,368,389,483,467,OTHER
images/OTHER/img_00453.jpg,622,24,938,218,OTHER
images/OTHER/img_07839.jpg,785,601,866,765,OTHER
images/OTHER/img_02413.jpg,422,490,587,519,OTHER
images/OTHER/img_04966.jpg,725,340,1234,585,OTHER
images/OTHER/img_01019.jpg,708,185,1108,331,OTHER
images/OTHER/img_05834.jpg,356,445,573,488,OTHER
images/OTHER/img_07359.jpg,422,487,587,520,OTHER
images/OTHER/img_06111.jpg,557,399,680,612,OTHER
images/OTHER/img_05345.jpg,508,202,1003,362,OTHER
images/OTHER/img_06706.jpg,368,50,663,165,OTHER
images/OTHER/img_02202.jpg,722,163,993,251,OTHER
images/OTHER/img_04072.jpg,375,344,476,529,OTHER
images/OTHER/img_04967.jpg,767,262,865,529,OTHER
images/OTHER/img_01428.jpg,378,392,503,471,OTHER
images/OTHER/img_01866.jpg,307,337,738,516,OTHER
images/OTHER/img_04652.jpg,705,339,1231,582,OTHER
images/OTHER/img_01678.jpg,688,147,964,254,OTHER
images/OTHER/img_06818.jpg,342,394,469,470,OTHER
images/OTHER/img_03716.jpg,703,196,1112,335,OTHER
images/OTHER/img_06005.jpg,703,191,1114,335,OTHER
images/OTHER/img_00183.jpg,714,328,765,435,OTHER
images/OTHER/img_05092.jpg,327,335,738,509,OTHER
images/OTHER/img_06700.jpg,686,138,960,256,OTHER
images/OTHER/img_01327.jpg,767,257,877,527,OTHER
images/OTHER/img_03646.jpg,303,333,741,512,OTHER
images/OTHER/img_05943.jpg,353,430,574,488,OTHER
images/OTHER/img_03191.jpg,760,263,866,531,OTHER
images/OTHER/img_06155.jpg,428,407,547,480,OTHER
images/OTHER/img_03383.jpg,102,167,302,377,OTHER
images/OTHER/img_07864.jpg,309,332,738,511,OTHER
images/OTHER/img_05711.jpg,538,348,596,524,OTHER
images/OTHER/img_02395.jpg,428,503,695,560,OTHER
images/OTHER/img_00589.jpg,375,343,478,532,OTHER
images/OTHER/img_04988.jpg,420,359,482,521,OTHER
images/OTHER/img_01678.jpg,105,177,305,379,OTHER
images/OTHER/img_00397.jpg,704,257,987,361,OTHER
images/OTHER/img_07220.jpg,696,183,1112,334,OTHER
images/OTHER/img_04253.jpg,848,202,1208,344,OTHER
images/OTHER/img_01400.jpg,780,258,864,512,OTHER
images/OTHER/img_01993.jpg,428,358,479,519,OTHER
images/OTHER/img_06740.jpg,707,183,1114,324,OTHER
images/OTHER/img_02959.jpg,370,343,478,532,OTHER
images/OTHER/img_02331.jpg,702,187,1102,325,OTHER
images/OTHER/img_05111.jpg,399,407,525,478,OTHER
images/OTHER/img_06719.jpg,123,474,165,621,OTHER
images/OTHER/img_04064.jpg,728,339,1229,577,OTHER
images/OTHER/img_04238.jpg,453,404,570,484,OTHER
images/OTHER/img_07503.jpg,802,281,933,424,OTHER
images/OTHER/img_02202.jpg,567,182,653,478,OTHER
images/OTHER/img_02802.jpg,439,356,473,517,OTHER
images/OTHER/img_06149.jpg,557,400,682,610,OTHER
images/OTHER/img_07483.jpg,760,254,885,532,OTHER
images/OTHER/img_04996.jpg,572,465,815,555,OTHER
images/OTHER/img_03951.jpg,704,183,1108,330,OTHER
images/OTHER/img_00433.jpg,348,448,574,487,OTHER
images/OTHER/img_01648.jpg,536,347,598,524,OTHER
images/OTHER/img_00267.jpg,705,255,987,353,OTHER
images/OTHER/img_04717.jpg,766,259,885,524,OTHER
images/OTHER/img_06382.jpg,317,330,729,505,OTHER
images/OTHER/img_05082.jpg,356,60,621,184,OTHER
images/OTHER/img_00359.jpg,445,358,490,523,OTHER
images/OTHER/img_03975.jpg,622,224,1104,333,OTHER
images/OTHER/img_01656.jpg,352,444,567,485,OTHER
images/OTHER/img_00412.jpg,353,446,572,483,OTHER
images/OTHER/img_00886.jpg,427,488,591,521,OTHER
images/OTHER/img_07254.jpg,513,181,1000,345,OTHER
images/OTHER/img_06984.jpg,538,349,599,524,OTHER
images/OTHER/img_04150.jpg,614,3,905,201,OTHER
images/OTHER/img_07266.jpg,418,486,591,522,OTHER
images/OTHER/img_00368.jpg,811,283,923,430,OTHER
images/OTHER/img_05607.jpg,758,348,1025,464,OTHER
images/OTHER/img_02407.jpg,444,404,570,482,OTHER
images/OTHER/img_06719.jpg,390,422,623,528,OTHER
images/OTHER/img_02011.jpg,535,348,596,525,OTHER
images/OTHER/img_04448.jpg,768,264,866,531,OTHER
images/OTHER/img_00851.jpg,327,411,567,462,OTHER
images/OTHER/img_06584.jpg,748,341,1226,576,OTHER
images/OTHER/img_07279.jpg,753,333,841,434,OTHER
images/OTHER/img_04693.jpg,358,435,579,486,OTHER
images/OTHER/img_07729.jpg,758,259,870,534,OTHER
images/OTHER/img_07916.jpg,499,182,994,351,OTHER
images/OTHER/img_04123.jpg,708,339,1233,576,OTHER
images/OTHER/img_05598.jpg,707,337,1233,585,OTHER
images/OTHER/img_03049.jpg,802,284,927,431,OTHER
images/OTHER/img_07077.jpg,479,416,615,486,OTHER
images/OTHER/img_02760.jpg,767,266,854,530,OTHER
images/OTHER/img_02955.jpg,513,184,964,329,OTHER
images/OTHER/img_05715.jpg,708,198,1110,329,OTHER
images/OTHER/img_07305.jpg,749,332,839,432,OTHER
images/OTHER/img_04928.jpg,812,286,925,424,OTHER
images/OTHER/img_04060.jpg,143,457,199,663,OTHER
images/OTHER/img_02419.jpg,762,342,1231,576,OTHER
images/OTHER/img_06028.jpg,373,343,479,533,OTHER
images/OTHER/img_00305.jpg,352,445,576,485,OTHER
images/OTHER/img_04391.jpg,771,266,862,529,OTHER
images/OTHER/img_02942.jpg,801,281,926,431,OTHER
images/OTHER/img_03243.jpg,314,335,736,514,OTHER
images/OTHER/img_00639.jpg,703,188,1108,328,OTHER
images/OTHER/img_02177.jpg,502,186,992,362,OTHER
images/OTHER/img_05155.jpg,376,341,476,531,OTHER
images/OTHER/img_02874.jpg,416,491,587,520,OTHER
images/OTHER/img_04826.jpg,126,431,353,555,OTHER
images/OTHER/img_07405.jpg,757,334,836,436,OTHER
images/OTHER/img_03133.jpg,343,416,589,462,OTHER
images/OTHER/img_00261.jpg,122,469,166,620,OTHER
images/OTHER/img_03163.jpg,816,212,1205,361,OTHER
images/OTHER/img_00908.jpg,709,201,1105,334,OTHER
images/OTHER/img_06578.jpg,317,338,738,513,OTHER
images/OTHER/img_03979.jpg,703,186,1107,328,OTHER
images/OTHER/img_07770.jpg,448,354,520,512,OTHER
images/OTHER/img_02595.jpg,709,340,1231,583,OTHER
images/OTHER/img_00262.jpg,831,209,1209,355,OTHER
images/OTHER/img_04880.jpg,167,145,280,348,OTHER
images/OTHER/img_05425.jpg,124,431,346,554,OTHER
images/OTHER/img_02377.jpg,369,45,606,211,OTHER
images/OTHER/img_01559.jpg,332,397,459,468,OTHER
images/OTHER/img_05239.jpg,806,286,929,425,OTHER
images/OTHER/img_02691.jpg,702,187,1104,330,OTHER
images/OTHER/img_01957.jpg,752,335,840,433,OTHER
images/OTHER/img_03395.jpg,341,411,597,459,OTHER
images/OTHER/img_07457.jpg,716,336,1232,582,OTHER
images/OTHER/img_07415.jpg,803,284,932,427,OTHER
images/OTHER/img_03807.jpg,532,212,1027,361,OTHER
images/OTHER/img_06699.jpg,124,470,164,622,OTHER
images/OTHER/img_01697.jpg,702,199,1104,334,OTHER
images/OTHER/img_04530.jpg,419,363,483,519,OTHER
images/OTHER/img_01879.jpg,773,264,885,535,OTHER
images/OTHER/img_04826.jpg,665,134,1011,236,OTHER
images/OTHER/img_05114.jpg,778,254,883,509,OTHER
images/OTHER/img_04434.jpg,296,419,528,460,OTHER
images/OTHER/img_04592.jpg,757,257,887,530,OTHER
images/OTHER/img_05912.jpg,752,257,867,542,OTHER
images/OTHER/img_05704.jpg,320,332,739,514,OTHER
images/OTHER/img_00332.jpg,758,334,835,434,OTHER
images/OTHER/img_02360.jpg,447,422,621,527,OTHER
images/OTHER/img_01522.jpg,703,197,1108,333,OTHER
images/OTHER/img_07227.jpg,331,330,748,513,OTHER
images/OTHER/img_00862.jpg,705,188,1109,327,OTHER
images/OTHER/img_01639.jpg,626,450,891,581,OTHER
images/OTHER/img_04380.jpg,705,188,1109,319,OTHER
images/OTHER/img_04779.jpg,570,222,1058,343,OTHER
images/OTHER/img_02773.jpg,519,480,777,561,OTHER
images/OTHER/img_05223.jpg,313,338,734,511,OTHER
images/OTHER/img_04948.jpg,104,179,307,381,OTHER
images/OTHER/img_06063.jpg,759,263,871,531,OTHER
images/OTHER/img_00472.jpg,537,348,598,523,OTHER
images/OTHER/img_04880.jpg,641,82,923,187,OTHER
images/OTHER/img_03308.jpg,755,332,837,432,OTHER
images/OTHER/img_00126.jpg,626,4,975,250,OTHER
images/OTHER/img_04617.jpg,702,186,1109,337,OTHER
images/OTHER/img_01451.jpg,703,187,1109,330,OTHER
images/OTHER/img_04851.jpg,728,231,1168,330,OTHER
images/OTHER/img_03742.jpg,632,3,958,232,OTHER
images/OTHER/img_04948.jpg,690,141,963,256,OTHER
images/OTHER/img_00434.jpg,355,439,574,486,OTHER
images/OTHER/img_03022.jpg,350,440,575,486,OTHER
images/OTHER/img_06136.jpg,704,185,1112,328,OTHER
images/OTHER/img_02543.jpg,803,289,930,430,OTHER
images/OTHER/img_01175.jpg,320,337,732,508,OTHER
images/OTHER/img_02198.jpg,459,410,594,484,OTHER
images/OTHER/img_06766.jpg,768,264,861,527,OTHER
images/OTHER/img_07451.jpg,412,488,590,523,OTHER
images/OTHER/img_03267.jpg,592,222,1079,335,OTHER
images/OTHER/img_07019.jpg,381,397,508,476,OTHER
images/OTHER/img_06878.jpg,645,5,990,242,OTHER
images/OTHER/img_07546.jpg,412,485,595,526,OTHER
images/OTHER/img_03526.jpg,802,284,927,430,OTHER
images/OTHER/img_06651.jpg,391,426,623,528,OTHER
images/OTHER/img_00574.jpg,707,256,988,357,OTHER
images/OTHER/img_02715.jpg,413,490,587,519,OTHER
images/OTHER/img_03834.jpg,766,257,886,536,OTHER
images/OTHER/img_07923.jpg,756,262,860,533,OTHER
images/OTHER/img_01425.jpg,655,229,1097,330,OTHER
images/OTHER/img_04396.jpg,415,410,541,481,OTHER
images/OTHER/img_01423.jpg,536,188,995,339,OTHER
images/OTHER/img_05141.jpg,342,410,588,462,OTHER
images/OTHER/img_04992.jpg,697,232,1143,333,OTHER
images/OTHER/img_06419.jpg,412,409,532,481,OTHER
images/OTHER/img_07840.jpg,508,196,997,357,OTHER
images/OTHER/img_03132.jpg,802,282,928,430,OTHER
images/OTHER/img_03298.jpg,706,198,1103,331,OTHER
images/OTHER/img_03389.jpg,807,278,930,422,OTHER
images/OTHER/img_07042.jpg,425,486,594,523,OTHER
images/OTHER/img_07751.jpg,550,401,673,615,OTHER
images/OTHER/img_06877.jpg,768,262,863,529,OTHER
images/OTHER/img_05490.jpg,536,348,604,524,OTHER
images/OTHER/img_03066.jpg,755,334,842,434,OTHER
images/OTHER/img_05009.jpg,720,160,992,248,OTHER
images/OTHER/img_05310.jpg,113,477,199,675,OTHER
images/OTHER/img_06093.jpg,376,341,480,531,OTHER
images/OTHER/img_00781.jpg,753,334,837,435,OTHER
images/OTHER/img_05607.jpg,339,77,626,183,OTHER
images/OTHER/img_05413.jpg,753,335,836,434,OTHER
images/OTHER/img_03917.jpg,307,333,739,513,OTHER
images/OTHER/img_05895.jpg,752,262,884,538,OTHER
images/OTHER/img_06706.jpg,489,194,861,307,OTHER
images/OTHER/img_03395.jpg,140,458,200,662,OTHER
images/OTHER/img_05753.jpg,536,349,597,525,OTHER
images/OTHER/img_05009.jpg,573,182,653,424,OTHER
images/OTHER/img_04012.jpg,314,336,738,514,OTHER
images/OTHER/img_05546.jpg,449,357,537,507,OTHER
images/OTHER/img_00721.jpg,806,285,933,425,OTHER
images/OTHER/img_04826.jpg,28,226,119,453,OTHER
images/OTHER/img_04494.jpg,763,264,859,537,OTHER
images/OTHER/img_00814.jpg,704,337,1233,584,OTHER
images/OTHER/img_07139.jpg,419,361,488,525,OTHER
images/OTHER/img_03246.jpg,771,270,857,532,OTHER
images/OTHER/img_07779.jpg,543,195,858,303,OTHER
images/OTHER/img_06363.jpg,375,343,480,530,OTHER
images/OTHER/img_04060.jpg,334,409,588,462,OTHER
images/OTHER/img_00821.jpg,782,259,873,522,OTHER
images/OTHER/img_04548.jpg,768,256,884,529,OTHER
images/OTHER/img_04057.jpg,592,440,719,616,OTHER
images/OTHER/img_01483.jpg,709,200,1110,334,OTHER
images/OTHER/img_06463.jpg,554,398,672,615,OTHER
images/OTHER/img_03076.jpg,352,443,570,486,OTHER
images/OTHER/img_04565.jpg,795,286,928,436,OTHER
images/OTHER/img_07536.jpg,723,327,974,482,OTHER
images/OTHER/img_05425.jpg,30,194,120,462,OTHER
images/OTHER/img_01982.jpg,752,332,835,434,OTHER
images/OTHER/img_07743.jpg,804,283,928,431,OTHER
images/OTHER/img_05540.jpg,801,272,931,420,OTHER
images/OTHER/img_01692.jpg,722,342,1230,579,OTHER
images/OTHER/img_06785.jpg,768,261,861,525,OTHER
images/OTHER/img_02745.jpg,805,284,932,423,OTHER
images/OTHER/img_02377.jpg,720,328,973,479,OTHER
images/OTHER/img_04685.jpg,770,258,888,538,OTHER
images/OTHER/img_05082.jpg,724,329,975,481,OTHER
images/OTHER/img_04873.jpg,759,333,839,432,OTHER
images/OTHER/img_02084.jpg,700,253,980,353,OTHER
images/OTHER/img_03772.jpg,754,333,840,435,OTHER
images/OTHER/img_07570.jpg,428,404,559,484,OTHER
images/OTHER/img_07073.jpg,442,417,621,528,OTHER
images/OTHER/img_01871.jpg,381,343,479,530,OTHER
images/OTHER/img_05070.jpg,372,392,499,471,OTHER
images/OTHER/img_01526.jpg,448,338,630,452,OTHER
images/OTHER/img_07779.jpg,326,53,657,157,OTHER
images/OTHER/img_01044.jpg,870,208,1227,362,OTHER
images/ALB/img_06497.jpg,137,86,295,238,ALB
images/ALB/img_07520.jpg,242,98,555,198,ALB
images/ALB/img_01919.jpg,762,299,903,402,ALB
images/ALB/img_07381.jpg,530,175,908,337,ALB
images/ALB/img_05453.jpg,265,56,606,180,ALB
images/ALB/img_01929.jpg,519,507,635,566,ALB
images/ALB/img_07686.jpg,295,127,633,390,ALB
images/ALB/img_05852.jpg,387,184,657,363,ALB
images/ALB/img_07657.jpg,708,475,830,691,ALB
images/ALB/img_04031.jpg,530,177,918,341,ALB
images/ALB/img_01578.jpg,214,425,365,479,ALB
images/ALB/img_00270.jpg,142,406,252,470,ALB
images/ALB/img_00356.jpg,66,104,189,242,ALB
images/ALB/img_03808.jpg,297,40,639,175,ALB
images/ALB/img_02405.jpg,470,435,666,539,ALB
images/ALB/img_01949.jpg,647,338,800,493,ALB
images/ALB/img_04154.jpg,772,167,1033,355,ALB
images/ALB/img_00897.jpg,556,134,596,239,ALB
images/ALB/img_03106.jpg,224,55,366,212,ALB
images/ALB/img_07767.jpg,95,101,223,267,ALB
images/ALB/img_02948.jpg,582,247,664,432,ALB
images/ALB/img_04342.jpg,371,403,565,479,ALB
images/ALB/img_07449.jpg,585,47,635,92,ALB
images/ALB/img_03215.jpg,196,58,302,274,ALB
images/ALB/img_05827.jpg,96,464,185,662,ALB
images/ALB/img_04025.jpg,773,317,1088,434,ALB
images/ALB/img_00043.jpg,556,373,612,520,ALB
images/ALB/img_06879.jpg,563,364,627,517,ALB
images/ALB/img_00337.jpg,49,194,233,376,ALB
images/ALB/img_03293.jpg,594,206,931,335,ALB
images/ALB/img_07210.jpg,104,497,137,645,ALB
images/ALB/img_05103.jpg,101,479,177,660,ALB
images/ALB/img_03431.jpg,76,590,155,705,ALB
images/ALB/img_06075.jpg,56,282,157,627,ALB
images/ALB/img_04877.jpg,479,405,665,562,ALB
images/ALB/img_01162.jpg,431,97,755,210,ALB
images/ALB/img_06471.jpg,514,100,872,261,ALB
images/ALB/img_00605.jpg,674,451,808,653,ALB
images/ALB/img_02030.jpg,874,500,1153,690,ALB
images/ALB/img_04822.jpg,563,380,678,563,ALB
images/ALB/img_07638.jpg,383,129,492,265,ALB
images/ALB/img_01362.jpg,546,377,699,549,ALB
images/ALB/img_04737.jpg,869,167,1130,355,ALB
images/ALB/img_03662.jpg,330,208,613,312,ALB
images/ALB/img_06607.jpg,501,38,799,209,ALB
images/ALB/img_03482.jpg,743,289,838,359,ALB
images/ALB/img_00967.jpg,99,430,202,672,ALB
images/ALB/img_04588.jpg,765,9,985,167,ALB
images/ALB/img_06560.jpg,635,356,781,488,ALB
images/ALB/img_05560.jpg,393,192,669,375,ALB
images/ALB/img_07488.jpg,965,179,1201,367,ALB
images/ALB/img_04347.jpg,634,340,776,494,ALB
images/ALB/img_03575.jpg,247,417,420,479,ALB
images/ALB/img_07491.jpg,931,245,1140,599,ALB
images/ALB/img_02359.jpg,344,65,593,178,ALB
images/ALB/img_02189.jpg,404,202,644,369,ALB
images/ALB/img_01000.jpg,731,255,820,383,ALB
images/ALB/img_05559.jpg,432,335,555,468,ALB
images/ALB/img_00020.jpg,630,327,756,438,ALB
images/ALB/img_01009.jpg,574,243,668,433,ALB
images/ALB/img_04612.jpg,806,268,894,396,ALB
images/ALB/img_01032.jpg,141,193,425,344,ALB
images/ALB/img_02446.jpg,474,390,612,494,ALB
images/ALB/img_02448.jpg,388,379,454,522,ALB
images/ALB/img_02913.jpg,362,604,416,717,ALB
images/ALB/img_06350.jpg,73,239,308,356,ALB
images/ALB/img_02352.jpg,484,359,529,500,ALB
images/ALB/img_03479.jpg,634,333,762,444,ALB
images/ALB/img_04876.jpg,732,577,911,761,ALB
images/ALB/img_01196.jpg,682,177,991,293,ALB
images/ALB/img_05938.jpg,685,434,834,638,ALB
images/ALB/img_04728.jpg,524,177,919,341,ALB
images/ALB/img_06796.jpg,241,346,425,440,ALB
images/ALB/img_05179.jpg,94,129,197,246,ALB
images/ALB/img_02885.jpg,957,212,1207,367,ALB
images/ALB/img_03458.jpg,843,268,1169,398,ALB
images/ALB/img_06104.jpg,334,221,559,361,ALB
images/ALB/img_00496.jpg,577,94,890,200,ALB
images/ALB/img_07306.jpg,272,172,391,593,ALB
images/ALB/img_02578.jpg,205,77,310,289,ALB
images/ALB/img_06471.jpg,469,211,885,348,ALB
images/ALB/img_02437.jpg,758,296,836,363,ALB
images/ALB/img_06377.jpg,645,343,748,511,ALB
images/ALB/img_02859.jpg,577,410,661,519,ALB
images/ALB/img_06078.jpg,622,321,777,451,ALB
images/ALB/img_05893.jpg,829,299,904,422,ALB
images/ALB/img_01032.jpg,574,79,855,180,ALB
images/ALB/img_07018.jpg,315,418,494,483,ALB
images/ALB/img_00496.jpg,363,195,741,329,ALB
images/ALB/img_00633.jpg,98,445,188,659,ALB
images/ALB/img_01152.jpg,260,412,418,481,ALB
images/ALB/img_04899.jpg,606,339,728,496,ALB
images/ALB/img_07272.jpg,37,247,169,613,ALB
images/ALB/img_02992.jpg,565,203,880,354,ALB
images/ALB/img_00281.jpg,655,77,989,207,ALB
images/ALB/img_03300.jpg,766,267,826,375,ALB
images/ALB/img_04349.jpg,429,334,553,490,ALB
images/ALB/img_03642.jpg,685,202,760,328,ALB
images/ALB/img_02012.jpg,629,69,663,123,ALB
images/ALB/img_05973.jpg,358,33,686,176,ALB
images/ALB/img_02192.jpg,544,318,667,392,ALB
images/ALB/img_02828.jpg,626,349,780,485,ALB
images/ALB/img_02276.jpg,77,581,164,711,ALB
images/ALB/img_05511.jpg,748,296,835,355,ALB
images/ALB/img_02039.jpg,864,288,930,401,ALB
images/ALB/img_03011.jpg,559,416,676,566,ALB
images/ALB/img_01390.jpg,512,55,864,209,ALB
images/ALB/img_02410.jpg,817,327,1130,494,ALB
images/ALB/img_03515.jpg,135,140,353,269,ALB
images/ALB/img_06060.jpg,358,348,552,403,ALB
images/ALB/img_02868.jpg,448,103,900,248,ALB
images/ALB/img_01353.jpg,350,433,526,503,ALB
images/ALB/img_05811.jpg,532,452,631,700,ALB
images/ALB/img_00281.jpg,79,49,535,223,ALB
images/ALB/img_01869.jpg,496,572,602,670,ALB
images/ALB/img_01128.jpg,203,391,341,450,ALB
images/ALB/img_04543.jpg,561,409,664,614,ALB
images/ALB/img_01936.jpg,517,540,731,710,ALB
images/ALB/img_04460.jpg,867,270,1209,416,ALB
images/ALB/img_07335.jpg,234,120,529,261,ALB
images/ALB/img_01029.jpg,244,100,540,201,ALB
images/ALB/img_03401.jpg,378,133,677,300,ALB
images/ALB/img_04904.jpg,307,233,489,362,ALB
images/ALB/img_05043.jpg,412,194,673,372,ALB
images/ALB/img_06443.jpg,427,144,648,402,ALB
images/ALB/img_03356.jpg,321,166,661,355,ALB
images/ALB/img_00353.jpg,319,268,384,437,ALB
images/ALB/img_07126.jpg,560,418,663,583,ALB
images/ALB/img_01917.jpg,651,397,725,568,ALB
images/ALB/img_03031.jpg,526,61,745,183,ALB
images/ALB/img_02883.jpg,564,522,618,655,ALB
images/ALB/img_05350.jpg,374,138,525,260,ALB
images/ALB/img_05924.jpg,597,353,725,539,ALB
images/ALB/img_01693.jpg,299,452,439,495,ALB
images/ALB/img_05228.jpg,437,88,959,196,ALB
